moment,isin,name,contract_type,iz_fiz,clients_in_long,clients_in_short,short_position,long_position,change_prev_week_short_abs,change_prev_week_long_abs,change_prev_week_short_perc,change_prev_week_long_perc,Unnamed: 13
2016-06-21,BR,Фьючерсный контракт на нефть BRENT,F,,58.0,76.0,84245.0,94085.0,-6853.0,-6390.0,-0.07523,-0.0636,
2016-06-28,BR,Фьючерсный контракт на нефть BRENT,F,,75.0,72.0,133308.0,49928.0,-3040.0,12830.0,-0.0223,0.34584,
2016-06-28,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2559.0,1765.0,59280.0,142660.0,8657.0,-7213.0,0.17101,-0.04813,
2016-07-05,BR,Фьючерсный контракт на нефть BRENT,F,,77.0,61.0,166221.0,35574.0,109361.0,-21155.0,1.9233,-0.37291,
2016-07-05,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2579.0,1537.0,63795.0,194442.0,-23635.0,106881.0,-0.27033,1.2207,
2016-07-12,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2528.0,1904.0,94407.0,150600.0,32356.0,-75038.0,0.52144,-0.33256,
2016-07-12,BR,Фьючерсный контракт на нефть BRENT,F,,83.0,66.0,161691.0,105498.0,-34201.0,73193.0,-0.17459,2.2657,
2016-07-19,BR,Фьючерсный контракт на нефть BRENT,F,,72.0,67.0,116887.0,46230.0,-25508.0,-1333.0,-0.17914,-0.02803,
2016-07-19,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2419.0,1761.0,80159.0,150816.0,12147.0,-12028.0,0.1786,-0.07386,
2016-07-26,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3436.0,1707.0,67655.0,241950.0,1854.0,-5173.0,0.02818,-0.02093,
2016-07-26,BR,Фьючерсный контракт на нефть BRENT,F,,92.0,64.0,305440.0,131145.0,2140.0,9167.0,0.00706,0.07515,
2016-08-02,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3366.0,1377.0,58884.0,254000.0,9171.0,-1394.0,0.18448,-0.00546,
2016-08-02,BR,Фьючерсный контракт на нефть BRENT,F,,95.0,53.0,297591.0,102475.0,-35725.0,-25160.0,-0.10718,-0.19712,
2016-08-09,BR,Фьючерсный контракт на нефть BRENT,F,,100.0,72.0,101574.0,172429.0,-2934.0,-2189.0,-0.02807,-0.01254,
2016-08-09,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2297.0,2422.0,174400.0,103545.0,216.0,-529.0,0.00124,-0.00508,
2016-08-16,BR,Фьючерсный контракт на нефть BRENT,F,,87.0,102.0,118415.0,240137.0,5376.0,3722.0,0.04756,0.01574,
2016-08-16,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4612.0,3618.0,236244.0,114522.0,-4289.0,-2635.0,-0.01783,-0.02249,
2016-08-23,BR,Фьючерсный контракт на нефть BRENT,F,,88.0,98.0,50713.0,159238.0,-16245.0,-4616.0,-0.24261,-0.02817,
2016-08-23,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4700.0,3489.0,226916.0,118391.0,12326.0,697.0,0.05744,0.00592,
2016-08-30,BR,Фьючерсный контракт на нефть BRENT,F,,81.0,113.0,101210.0,59583.0,23211.0,-57184.0,0.29758,-0.48973,
2016-08-30,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5070.0,2705.0,138088.0,179715.0,-34148.0,46247.0,-0.19826,0.3465,
2016-09-06,BR,Фьючерсный контракт на нефть BRENT,F,,97.0,68.0,193214.0,30089.0,29245.0,-6634.0,0.17836,-0.18065,
2016-09-06,BR,Фьючерсный контракт на нефть BRENT,F,1.0,6035.0,1551.0,92189.0,255314.0,2563.0,38442.0,0.0286,0.17726,
2016-09-13,BR,Фьючерсный контракт на нефть BRENT,F,,97.0,81.0,154562.0,42106.0,58111.0,-11076.0,0.60249,-0.20827,
2016-09-13,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5861.0,1920.0,97886.0,210342.0,-36586.0,32601.0,-0.27207,0.18342,
2016-09-20,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4117.0,1757.0,88758.0,287255.0,-17606.0,-22361.0,-0.16553,-0.07222,
2016-09-20,BR,Фьючерсный контракт на нефть BRENT,F,,125.0,75.0,234000.0,35503.0,-8950.0,-4195.0,-0.03684,-0.10567,
2016-09-27,BR,Фьючерсный контракт на нефть BRENT,F,,114.0,79.0,292027.0,60059.0,114175.0,-66841.0,0.64197,-0.52672,
2016-09-27,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4143.0,1516.0,62828.0,294796.0,-64489.0,116527.0,-0.50652,0.65366,
2016-10-04,BR,Фьючерсный контракт на нефть BRENT,F,,71.0,110.0,71979.0,197903.0,19506.0,31054.0,0.37173,0.18612,
2016-10-04,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4314.0,3635.0,259045.0,133121.0,46414.0,34866.0,0.21828,0.35485,
2016-10-11,BR,Фьючерсный контракт на нефть BRENT,F,,75.0,125.0,134888.0,222544.0,21517.0,-53963.0,0.18979,-0.19516,
2016-10-11,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4718.0,3732.0,230335.0,142679.0,-54809.0,20671.0,-0.19222,0.16942,
2016-10-18,BR,Фьючерсный контракт на нефть BRENT,F,,87.0,132.0,182278.0,239454.0,12794.0,18103.0,0.07549,0.08178,
2016-10-18,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5100.0,3425.0,209937.0,152761.0,2620.0,-2689.0,0.01264,-0.0173,
2016-10-25,BR,Фьючерсный контракт на нефть BRENT,F,,114.0,129.0,133324.0,106334.0,-3160.0,3314.0,-0.02315,0.03217,
2016-10-25,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5459.0,2864.0,166971.0,193961.0,-1035.0,-7509.0,-0.00616,-0.03727,
2016-11-01,BR,Фьючерсный контракт на нефть BRENT,F,,108.0,82.0,168160.0,44918.0,-72650.0,-26200.0,-0.30169,-0.3684,
2016-11-01,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3218.0,1778.0,104774.0,228016.0,6657.0,-39793.0,0.06785,-0.14859,
2016-11-08,BR,Фьючерсный контракт на нефть BRENT,F,,136.0,87.0,372265.0,91720.0,20284.0,39934.0,0.05763,0.77114,
2016-11-08,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4951.0,1477.0,72298.0,352843.0,5259.0,-14391.0,0.07845,-0.03919,
2016-11-15,BR,Фьючерсный контракт на нефть BRENT,F,,123.0,78.0,305820.0,78293.0,-82774.0,-7774.0,-0.21301,-0.09032,
2016-11-15,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4335.0,1907.0,95516.0,323043.0,6939.0,-68061.0,0.07834,-0.17402,
2016-11-22,BR,Фьючерсный контракт на нефть BRENT,F,,98.0,86.0,162343.0,79479.0,-12559.0,-19580.0,-0.07181,-0.19766,
2016-11-22,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3045.0,2653.0,137823.0,220687.0,-2300.0,4721.0,-0.01641,0.02186,
2016-11-29,BR,Фьючерсный контракт на нефть BRENT,F,,112.0,91.0,292761.0,75048.0,102986.0,-52058.0,0.54267,-0.40956,
2016-11-29,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3956.0,1687.0,66878.0,284591.0,-75446.0,79598.0,-0.5301,0.3883,
2016-12-06,BR,Фьючерсный контракт на нефть BRENT,F,,92.0,148.0,71534.0,197283.0,13979.0,12383.0,0.24288,0.06697,
2016-12-06,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4365.0,3966.0,248926.0,123177.0,-11063.0,-9467.0,-0.04255,-0.07137,
2016-12-13,BR,Фьючерсный контракт на нефть BRENT,F,,101.0,111.0,108709.0,143522.0,-16629.0,6092.0,-0.13267,0.04433,
2016-12-13,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4509.0,3146.0,194448.0,159635.0,21259.0,-1462.0,0.12275,-0.00908,
2016-12-20,BR,Фьючерсный контракт на нефть BRENT,F,,110.0,110.0,81045.0,194490.0,-19999.0,18362.0,-0.19792,0.10425,
2016-12-20,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4681.0,3838.0,247880.0,134435.0,24790.0,-13571.0,0.11112,-0.09169,
2017-01-03,BR,Фьючерсный контракт на нефть BRENT,F,,67.0,73.0,134417.0,214782.0,45330.0,78822.0,0.50883,0.57974,
2017-01-03,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3725.0,2384.0,162952.0,82587.0,26820.0,-6672.0,0.19701,-0.07475,
2017-01-10,BR,Фьючерсный контракт на нефть BRENT,F,,74.0,100.0,168073.0,97718.0,43175.0,9191.0,0.34568,0.10382,
2017-01-10,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5160.0,2184.0,136444.0,206799.0,6836.0,40820.0,0.05274,0.24593,
2017-01-17,BR,Фьючерсный контракт на нефть BRENT,F,,80.0,101.0,95131.0,143041.0,-12026.0,8975.0,-0.11223,0.06694,
2017-01-17,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4385.0,2684.0,183445.0,135535.0,-4050.0,-25051.0,-0.0216,-0.156,
2017-01-24,BR,Фьючерсный контракт на нефть BRENT,F,,91.0,76.0,97477.0,115170.0,905.0,26240.0,0.00937,0.29506,
2017-01-24,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4368.0,2707.0,158589.0,140896.0,5687.0,-19648.0,0.03719,-0.12238,
2017-01-31,BR,Фьючерсный контракт на нефть BRENT,F,,83.0,95.0,126910.0,292583.0,7215.0,158177.0,0.06028,1.1769,
2017-01-31,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3751.0,3208.0,279795.0,114122.0,119160.0,-31802.0,0.74181,-0.21794,
2017-02-07,BR,Фьючерсный контракт на нефть BRENT,F,,73.0,92.0,72653.0,18426.0,-17735.0,-125945.0,-0.19621,-0.87237,
2017-02-07,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5043.0,1885.0,147533.0,201760.0,-45002.0,63208.0,-0.23373,0.4562,
2017-02-14,BR,Фьючерсный контракт на нефть BRENT,F,,71.0,87.0,52387.0,124613.0,-27668.0,-7876.0,-0.34561,-0.05945,
2017-02-14,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3916.0,2509.0,191840.0,119614.0,1658.0,-18134.0,0.00872,-0.13165,
2017-02-21,BR,Фьючерсный контракт на нефть BRENT,F,,74.0,107.0,68875.0,242870.0,13071.0,65262.0,0.23423,0.36745,
2017-02-21,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3460.0,3470.0,265569.0,91574.0,39503.0,-12688.0,0.17474,-0.12169,
2017-02-28,BR,Фьючерсный контракт на нефть BRENT,F,,71.0,93.0,88034.0,97327.0,13719.0,-82305.0,0.18461,-0.45819,
2017-02-28,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4106.0,2014.0,134125.0,124832.0,-60455.0,35569.0,-0.31069,0.39847,
2017-03-07,BR,Фьючерсный контракт на нефть BRENT,F,,79.0,62.0,58999.0,103722.0,-23792.0,51117.0,-0.28737,0.97171,
2017-03-07,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3601.0,2195.0,164824.0,120101.0,37659.0,-37250.0,0.29614,-0.23673,
2017-03-14,BR,Фьючерсный контракт на нефть BRENT,F,,73.0,74.0,258273.0,127821.0,22662.0,8060.0,0.09618,0.0673,
2017-03-14,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3032.0,1453.0,100569.0,231021.0,10932.0,25534.0,0.12196,0.12426,
2017-03-21,BR,Фьючерсный контракт на нефть BRENT,F,,90.0,76.0,222992.0,134332.0,-14388.0,-32669.0,-0.06061,-0.19562,
2017-03-21,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2828.0,1733.0,136722.0,225382.0,-4198.0,14083.0,-0.02979,0.06665,
2017-03-28,BR,Фьючерсный контракт на нефть BRENT,F,,86.0,93.0,147208.0,127806.0,-128919.0,-9106.0,-0.46688,-0.06651,
2017-03-28,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2704.0,2237.0,177298.0,196700.0,62075.0,-57738.0,0.53874,-0.22692,
2017-04-04,BR,Фьючерсный контракт на нефть BRENT,F,,57.0,70.0,73423.0,170827.0,-533.0,51905.0,-0.00721,0.43646,
2017-04-04,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1477.0,2631.0,217524.0,120120.0,47335.0,-5103.0,0.27813,-0.04075,
2017-04-11,BR,Фьючерсный контракт на нефть BRENT,F,,63.0,92.0,60387.0,216602.0,3693.0,-17491.0,0.06514,-0.07472,
2017-04-11,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3100.0,3438.0,277487.0,121272.0,-13326.0,7858.0,-0.04582,0.06929,
2017-04-18,BR,Фьючерсный контракт на нефть BRENT,F,,72.0,95.0,71094.0,148254.0,6089.0,-37316.0,0.09367,-0.20109,
2017-04-18,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3307.0,2899.0,230991.0,153831.0,-24233.0,19172.0,-0.09495,0.14237,
2017-04-25,BR,Фьючерсный контракт на нефть BRENT,F,,100.0,87.0,276501.0,39618.0,17716.0,3313.0,0.06846,0.09125,
2017-04-25,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4883.0,1655.0,95789.0,332672.0,-6252.0,8151.0,-0.06127,0.02512,
2017-05-02,BR,Фьючерсный контракт на нефть BRENT,F,,73.0,57.0,274140.0,33438.0,-56588.0,-107788.0,-0.1711,-0.76323,
2017-05-02,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2934.0,990.0,52341.0,293043.0,-32732.0,18468.0,-0.38475,0.06726,
2017-05-16,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3143.0,1905.0,89133.0,321357.0,-5720.0,22026.0,-0.0603,0.07358,
2017-05-16,BR,Фьючерсный контракт на нефть BRENT,F,,87.0,75.0,314960.0,82736.0,32149.0,4403.0,0.11368,0.05621,
2017-05-23,BR,Фьючерсный контракт на нефть BRENT,F,,80.0,68.0,148379.0,20020.0,66960.0,-4440.0,0.82241,-0.18152,
2017-05-23,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2424.0,2508.0,122155.0,250514.0,-26857.0,44543.0,-0.18023,0.21626,
2017-05-30,BR,Фьючерсный контракт на нефть BRENT,F,,87.0,90.0,399223.0,176416.0,85092.0,-8545.0,0.27088,-0.0462,
2017-05-30,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4348.0,1972.0,95054.0,317861.0,-33471.0,60166.0,-0.26042,0.23348,
2017-06-06,BR,Фьючерсный контракт на нефть BRENT,F,,86.0,63.0,342873.0,30736.0,3676.0,-816.0,0.01084,-0.02586,
2017-06-06,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5145.0,1397.0,67657.0,379794.0,6381.0,10873.0,0.10414,0.02947,
2017-06-13,BR,Фьючерсный контракт на нефть BRENT,F,,91.0,60.0,367975.0,35640.0,4273.0,-11824.0,0.01175,-0.24912,
2017-06-13,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4221.0,1383.0,64853.0,397188.0,-14382.0,1715.0,-0.18151,0.00434,
2017-06-20,BR,Фьючерсный контракт на нефть BRENT,F,,115.0,67.0,656108.0,160140.0,139537.0,-2378.0,0.27012,-0.01463,
2017-06-20,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5592.0,1260.0,68012.0,563980.0,-47011.0,94904.0,-0.40871,0.20232,
2017-06-27,BR,Фьючерсный контракт на нефть BRENT,F,,109.0,61.0,433123.0,150926.0,-184228.0,-3668.0,-0.29842,-0.02373,
2017-06-27,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4346.0,2088.0,158492.0,440689.0,73715.0,-106845.0,0.86952,-0.19514,
2017-07-04,BR,Фьючерсный контракт на нефть BRENT,F,,60.0,74.0,67117.0,219549.0,-4433.0,52239.0,-0.06196,0.31223,
2017-07-04,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2425.0,2772.0,303425.0,150993.0,45251.0,-11421.0,0.17527,-0.07032,
2017-07-11,BR,Фьючерсный контракт на нефть BRENT,F,,82.0,73.0,170232.0,82242.0,-33103.0,23208.0,-0.1628,0.39313,
2017-07-11,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3223.0,2097.0,162198.0,250188.0,29958.0,-26353.0,0.22654,-0.0953,
2017-07-18,BR,Фьючерсный контракт на нефть BRENT,F,,73.0,69.0,126076.0,37526.0,-9106.0,-9979.0,-0.06736,-0.21006,
2017-07-18,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2724.0,2287.0,143458.0,232008.0,-6054.0,-5181.0,-0.04049,-0.02184,
2017-07-25,BR,Фьючерсный контракт на нефть BRENT,F,,79.0,80.0,63968.0,175668.0,-57132.0,121970.0,-0.47178,2.2714,
2017-07-25,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3330.0,3491.0,287120.0,175420.0,132165.0,-46937.0,0.85293,-0.21109,
2017-08-01,BR,Фьючерсный контракт на нефть BRENT,F,,59.0,67.0,126974.0,148677.0,20756.0,-158956.0,0.19541,-0.51671,
2017-08-01,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3083.0,2807.0,196377.0,174674.0,-115557.0,64155.0,-0.37045,0.58049,
2017-08-08,BR,Фьючерсный контракт на нефть BRENT,F,,66.0,72.0,82066.0,201453.0,-5053.0,38966.0,-0.058,0.23981,
2017-08-08,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3152.0,3173.0,231118.0,111731.0,21593.0,-22426.0,0.10306,-0.16716,
2017-08-15,BR,Фьючерсный контракт на нефть BRENT,F,,89.0,71.0,181694.0,33972.0,86060.0,-127664.0,0.89989,-0.78982,
2017-08-15,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4655.0,2504.0,152004.0,299726.0,-63041.0,150683.0,-0.29315,1.011,
2017-08-22,BR,Фьючерсный контракт на нефть BRENT,F,,78.0,77.0,104656.0,156529.0,-37950.0,-24173.0,-0.26612,-0.13377,
2017-08-22,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3548.0,2955.0,204018.0,152145.0,-6471.0,-20248.0,-0.03074,-0.11745,
2017-08-29,BR,Фьючерсный контракт на нефть BRENT,F,,78.0,78.0,188442.0,126345.0,7621.0,-33583.0,0.04215,-0.20999,
2017-08-29,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3833.0,2532.0,155838.0,217935.0,-20248.0,20956.0,-0.11499,0.10639,
2017-09-05,BR,Фьючерсный контракт на нефть BRENT,F,,62.0,83.0,48278.0,165287.0,-3018.0,109225.0,-0.05883,1.9483,
2017-09-05,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2975.0,3226.0,252011.0,135002.0,90300.0,-21943.0,0.5584,-0.13981,
2017-09-12,BR,Фьючерсный контракт на нефть BRENT,F,,66.0,73.0,57082.0,270399.0,4160.0,178399.0,0.07861,1.9391,
2017-09-12,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3103.0,3524.0,324568.0,111251.0,101359.0,-72880.0,0.4541,-0.39581,
2017-09-19,BR,Фьючерсный контракт на нефть BRENT,F,,64.0,96.0,79159.0,364159.0,3504.0,50808.0,0.04632,0.16214,
2017-09-19,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2860.0,4038.0,391791.0,106791.0,18442.0,-28862.0,0.0494,-0.21276,
2017-09-26,BR,Фьючерсный контракт на нефть BRENT,F,,70.0,104.0,107525.0,495647.0,8863.0,-89681.0,0.08983,-0.15321,
2017-09-26,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2741.0,5107.0,503009.0,114887.0,-78253.0,20291.0,-0.13463,0.2145,
2017-10-03,BR,Фьючерсный контракт на нефть BRENT,F,,64.0,60.0,57816.0,151813.0,-66640.0,64244.0,-0.53545,0.73364,
2017-10-03,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3468.0,2844.0,256770.0,162773.0,70307.0,-60577.0,0.37706,-0.27122,
2017-10-10,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3300.0,3600.0,331462.0,137465.0,122037.0,-93525.0,0.58272,-0.40489,
2017-10-10,BR,Фьючерсный контракт на нефть BRENT,F,,69.0,83.0,69900.0,263897.0,-12258.0,203304.0,-0.1492,3.3552,
2017-10-17,BR,Фьючерсный контракт на нефть BRENT,F,,64.0,106.0,74360.0,211532.0,6158.0,-26288.0,0.09029,-0.11054,
2017-10-17,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3248.0,3364.0,291917.0,154745.0,-10946.0,21500.0,-0.03614,0.16136,
2017-10-24,BR,Фьючерсный контракт на нефть BRENT,F,,69.0,77.0,73611.0,304523.0,-2204.0,53045.0,-0.02907,0.21093,
2017-10-24,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2979.0,3697.0,367494.0,136582.0,42904.0,-12345.0,0.13218,-0.08289,
2017-10-31,BR,Фьючерсный контракт на нефть BRENT,F,,110.0,92.0,135136.0,568416.0,16248.0,28506.0,0.13667,0.0528,
2017-10-31,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2416.0,5321.0,523986.0,90706.0,11650.0,-608.0,0.02274,-0.00666,
2017-11-07,BR,Фьючерсный контракт на нефть BRENT,F,,59.0,105.0,158281.0,492398.0,26861.0,-9698.0,0.20439,-0.01932,
2017-11-07,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2127.0,4534.0,407675.0,73558.0,-57761.0,-21202.0,-0.1241,-0.22374,
2017-11-14,BR,Фьючерсный контракт на нефть BRENT,F,,56.0,131.0,149253.0,330179.0,-4464.0,-129983.0,-0.02904,-0.28247,
2017-11-14,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3075.0,3516.0,322743.0,141817.0,-74013.0,51506.0,-0.18655,0.57032,
2017-11-21,BR,Фьючерсный контракт на нефть BRENT,F,,70.0,91.0,147593.0,346270.0,-19481.0,47246.0,-0.1166,0.158,
2017-11-21,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2878.0,3408.0,324591.0,125914.0,44297.0,-22430.0,0.15804,-0.1512,
2017-11-28,BR,Фьючерсный контракт на нефть BRENT,F,,69.0,89.0,138962.0,375573.0,-16148.0,-3451.0,-0.10411,-0.0091,
2017-11-28,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2682.0,3559.0,349088.0,112477.0,2012.0,-10685.0,0.0058,-0.08676,
2017-12-05,BR,Фьючерсный контракт на нефть BRENT,F,,73.0,70.0,89514.0,229129.0,-2902.0,-1615.0,-0.0314,-0.007,
2017-12-05,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3277.0,2505.0,277300.0,137685.0,1.0,-1286.0,,-0.00925,
2017-12-12,BR,Фьючерсный контракт на нефть BRENT,F,,74.0,73.0,86565.0,326461.0,1280.0,-84149.0,0.01501,-0.20494,
2017-12-12,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2802.0,3709.0,365838.0,125942.0,-37849.0,47580.0,-0.09376,0.60718,
2017-12-19,BR,Фьючерсный контракт на нефть BRENT,F,,62.0,65.0,69690.0,204489.0,-7699.0,14020.0,-0.09948,0.07361,
2017-12-19,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2712.0,3334.0,252583.0,117784.0,17251.0,-4468.0,0.0733,-0.03655,
2018-01-09,BR,Фьючерсный контракт на нефть BRENT,F,,45.0,68.0,58974.0,264774.0,3223.0,11373.0,0.05781,0.04488,
2018-01-09,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2193.0,3112.0,273906.0,68106.0,7453.0,-697.0,0.02797,-0.01013,
2018-01-16,BR,Фьючерсный контракт на нефть BRENT,F,,50.0,102.0,71911.0,311338.0,5992.0,-43242.0,0.0909,-0.12195,
2018-01-16,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2424.0,4110.0,342601.0,103174.0,-29223.0,20011.0,-0.07859,0.24062,
2018-01-23,BR,Фьючерсный контракт на нефть BRENT,F,,50.0,77.0,74566.0,327412.0,5542.0,29049.0,0.08029,0.09736,
2018-01-23,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2435.0,4220.0,359088.0,106242.0,19156.0,-4351.0,0.05635,-0.03934,
2018-01-30,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2729.0,3070.0,288457.0,150033.0,-22153.0,18465.0,-0.07132,0.14035,
2018-01-30,BR,Фьючерсный контракт на нефть BRENT,F,,48.0,66.0,82663.0,221087.0,16633.0,-23985.0,0.2519,-0.09787,
2018-02-06,BR,Фьючерсный контракт на нефть BRENT,F,,44.0,61.0,73531.0,198699.0,-3558.0,-18530.0,-0.04615,-0.0853,
2018-02-06,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1632.0,2714.0,251694.0,126526.0,-27285.0,-12313.0,-0.0978,-0.08869,
2018-02-13,BR,Фьючерсный контракт на нефть BRENT,F,,54.0,52.0,144588.0,38332.0,34554.0,-20097.0,0.31403,-0.34396,
2018-02-13,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3321.0,2051.0,142936.0,249192.0,-10744.0,43907.0,-0.06991,0.21388,
2018-02-20,BR,Фьючерсный контракт на нефть BRENT,F,,55.0,57.0,106544.0,145192.0,-2607.0,-18837.0,-0.02388,-0.11484,
2018-02-20,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2451.0,2599.0,192441.0,153793.0,-2473.0,13757.0,-0.01269,0.09824,
2018-02-27,BR,Фьючерсный контракт на нефть BRENT,F,,44.0,65.0,104704.0,204914.0,2202.0,-9730.0,0.02148,-0.04533,
2018-02-27,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2027.0,2619.0,183644.0,83434.0,-12337.0,-405.0,-0.06295,-0.00483,
2018-03-06,BR,Фьючерсный контракт на нефть BRENT,F,,55.0,50.0,49598.0,124890.0,-1476.0,50007.0,-0.0289,0.6678,
2018-03-06,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2099.0,2594.0,172408.0,97116.0,37502.0,-13981.0,0.27799,-0.12584,
2018-03-13,BR,Фьючерсный контракт на нефть BRENT,F,,54.0,43.0,55715.0,76703.0,4027.0,17599.0,0.07791,0.29776,
2018-03-13,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2758.0,1952.0,143058.0,122070.0,-5451.0,-19023.0,-0.0367,-0.13483,
2018-03-20,BR,Фьючерсный контракт на нефть BRENT,F,,48.0,67.0,61008.0,340900.0,13627.0,190273.0,0.2876,1.2632,
2018-03-20,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1718.0,4431.0,348221.0,68329.0,134676.0,-41970.0,0.63067,-0.38051,
2018-03-27,BR,Фьючерсный контракт на нефть BRENT,F,,58.0,73.0,62744.0,334787.0,4076.0,11963.0,0.06948,0.03706,
2018-03-27,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2571.0,4774.0,362338.0,90295.0,5167.0,-2720.0,0.01447,-0.02924,
2018-04-03,BR,Фьючерсный контракт на нефть BRENT,F,,45.0,58.0,53643.0,103215.0,-1972.0,-16347.0,-0.03546,-0.13672,
2018-04-03,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3157.0,2735.0,179192.0,129620.0,-14907.0,-532.0,-0.0768,-0.00409,
2018-04-10,BR,Фьючерсный контракт на нефть BRENT,F,,45.0,66.0,80207.0,198325.0,-1444.0,8262.0,-0.01769,0.04347,
2018-04-10,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2425.0,3434.0,201346.0,83228.0,7473.0,-2233.0,0.03855,-0.02613,
2018-04-17,BR,Фьючерсный контракт на нефть BRENT,F,,51.0,69.0,98176.0,240873.0,-351.0,-7079.0,-0.00356,-0.02855,
2018-04-17,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2559.0,3989.0,213445.0,70748.0,-8522.0,-1794.0,-0.03839,-0.02473,
2018-04-24,BR,Фьючерсный контракт на нефть BRENT,F,,64.0,83.0,123278.0,326946.0,4735.0,24736.0,0.03994,0.08185,
